Plant_ID,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days
39,31.2,52,481,6.1,40
39,31.2,55,539,6.1,41
39,30.4,70,612,6.5,42
39,29.1,55,681,6.2,43
39,30.6,64,633,6.1,44
39,31.5,56,771,6.6,45
40,33.4,51,577,6,1
40,33.5,75,796,6.5,2
40,33.4,66,705,6.6,3
40,33.4,77,449,6.1,4
40,33.4,72,628,6.1,5
40,32.3,65,475,6,6
40,32.3,69,541,6.5,7
40,22.7,75,729,6.4,8
40,31.9,72,579,6.7,9
40,30.2,66,494,6.4,10
40,30.1,72,504,6.3,11
40,30.1,75,555,6.2,12
40,30.1,68,402,6.6,13
40,29.8,59,404,6.7,14
40,29.6,76,505,6.6,15
40,30.9,62,560,6.2,16
40,30.8,52,509,6.5,17
40,30.9,57,769,6.6,18
40,30.2,78,735,6.1,19
40,30.5,56,732,6.8,20
40,30.8,58,444,6.7,21
40,31.3,80,598,6.5,22
40,31.4,63,579,6.5,23
40,31.4,64,752,6.2,24
40,30.1,67,467,6.3,25
40,29.4,58,681,6.8,26
40,28.7,71,536,6.3,27
40,29.1,54,424,6.7,28
40,29.2,80,572,6.2,29
40,31.7,55,551,6.5,30
40,31.7,71,797,6.4,31
40,31.7,51,631,6.8,32
40,31.7,54,479,6.2,33
40,32,63,731,6.6,34
40,32.1,56,518,6.1,35
40,31.5,53,407,6.2,36
40,29.8,78,591,6.2,37
40,20.1,73,473,6.4,38
40,31.1,51,768,6.4,39
40,31.2,60,673,6.3,40
40,31.2,55,503,6.8,41
40,30.4,76,544,6.5,42
40,29.1,73,729,6.8,43
40,30.6,71,621,6.7,44
40,31.5,79,491,6.4,45
41,33.4,64,578,6.2,1
41,33.5,53,620,6.2,2
41,33.4,66,521,6.7,3
41,33.4,71,794,6.4,4
41,33.4,58,601,6.5,5
41,32.3,56,460,6.6,6
41,32.3,64,429,6.6,7
41,22.7,62,657,6.7,8
41,31.9,62,603,6.6,9
41,30.2,74,682,6.7,10
41,30.1,80,640,6.2,11
41,30.1,69,668,6.1,12
41,30.1,73,584,6.8,13
41,29.8,53,749,6.2,14
41,29.6,64,510,6.4,15
41,30.9,52,739,6.8,16
41,30.8,55,454,6.1,17
41,30.9,50,792,6.7,18
41,30.2,77,421,6.4,19
41,30.5,53,762,6.3,20
41,30.8,53,548,6.1,21
41,31.3,63,517,6.2,22
41,31.4,51,412,6.5,23
41,31.4,70,769,6.7,24
41,30.1,64,437,6.7,25
41,29.4,65,677,6.4,26
41,28.7,72,575,6.6,27
41,29.1,77,586,6.4,28
41,29.2,69,533,6.6,29
41,31.7,53,402,6.5,30
41,31.7,59,647,6.7,31
41,31.7,61,558,6.6,32
41,31.7,52,472,6,33
41,32,51,456,6,34
41,32.1,77,641,6.2,35
41,31.5,75,583,6.7,36
41,29.8,79,548,6.1,37
41,20.1,63,402,6.1,38
41,31.1,78,488,6.6,39
41,31.2,74,443,6.5,40
41,31.2,51,716,6.7,41
41,30.4,64,551,6.1,42
41,29.1,53,496,6.7,43
41,30.6,67,650,6.1,44
41,31.5,69,623,6.5,45
42,33.4,52,661,6.2,1
42,33.5,62,767,6.6,2
42,33.4,73,669,6.6,3
42,33.4,54,692,6.4,4
42,33.4,53,586,6.7,5
42,32.3,54,473,6.2,6
42,32.3,61,605,6.5,7
42,22.7,73,662,6.4,8
42,31.9,75,638,6.3,9
42,30.2,62,751,6.5,10
42,30.1,66,507,6.2,11
42,30.1,58,594,6.2,12
42,30.1,73,600,6.7,13
42,29.8,72,430,6.2,14
42,29.6,58,422,6.3,15
42,30.9,55,714,6.4,16
42,30.8,50,700,6.7,17
42,30.9,60,542,6.4,18
42,30.2,79,412,6.1,19
42,30.5,64,472,6.5,20
42,30.8,61,448,6.8,21
42,31.3,80,595,6.4,22
42,31.4,75,506,6.3,23
42,31.4,65,674,6.7,24
42,30.1,64,545,6.2,25
42,29.4,60,710,6.2,26
42,28.7,70,767,6.1,27
42,29.1,79,673,6.5,28
42,29.2,67,649,6.4,29
42,31.7,51,490,6.7,30
42,31.7,73,683,6.3,31
42,31.7,61,448,6.7,32
42,31.7,57,632,6.8,33
42,32,52,497,6.3,34
42,32.1,69,576,6.5,35
42,31.5,58,634,6.6,36
42,29.8,71,517,6.3,37
42,20.1,73,424,6.6,38
42,31.1,62,687,6.1,39
42,31.2,54,720,6.2,40
42,31.2,50,554,6.3,41
42,30.4,62,506,6.5,42
42,29.1,63,703,6.4,43
42,30.6,51,593,6,44
42,31.5,56,648,6.7,45
43,33.4,76,468,6.7,1
43,33.5,71,584,6.7,2
43,33.4,61,730,6.1,3
43,33.4,52,423,6.4,4
43,33.4,51,473,6.3,5
43,32.3,80,654,6.3,6
43,32.3,55,532,6.5,7
43,22.7,55,769,6.2,8
43,31.9,58,731,6.3,9
43,30.2,56,765,6.1,10
43,30.1,68,579,6.2,11
43,30.1,52,466,6.3,12
43,30.1,56,408,6.4,13
43,29.8,68,547,6.3,14
43,29.6,53,587,6.3,15
43,30.9,76,771,6.1,16
43,30.8,75,432,6.4,17
43,30.9,80,688,6.7,18
43,30.2,52,683,6.1,19
43,30.5,60,749,6.2,20
43,30.8,72,447,6.7,21
43,31.3,62,625,6.2,22
43,31.4,73,441,6.4,23
43,31.4,53,723,6.6,24
43,30.1,75,751,6.4,25
43,29.4,77,780,6.7,26
43,28.7,77,506,6.3,27
43,29.1,71,793,6.7,28
43,29.2,62,638,6.3,29
43,31.7,51,753,6.3,30
43,31.7,58,538,6.6,31
43,31.7,68,476,6.6,32
43,31.7,59,458,6.5,33
43,32,73,793,6.5,34
43,32.1,73,661,6.7,35
43,31.5,50,666,6,36
43,29.8,50,753,6.1,37
43,20.1,51,752,6.7,38
43,31.1,55,403,6.4,39
43,31.2,80,720,6.7,40
43,31.2,65,629,6.2,41
43,30.4,51,684,6.5,42
43,29.1,77,496,6.2,43
43,30.6,53,450,6.5,44
43,31.5,56,750,6.4,45
44,33.4,73,701,6.6,1
44,33.5,59,601,6.5,2
44,33.4,74,510,6.4,3
44,33.4,51,681,6.5,4
44,33.4,59,768,6.8,5
44,32.3,72,634,6,6
44,32.3,53,401,6.7,7
44,22.7,62,721,6.1,8
44,31.9,71,609,6.4,9
44,30.2,58,576,6.4,10
44,30.1,61,799,6.1,11
44,30.1,58,580,6,12
44,30.1,58,765,6.5,13
44,29.8,77,688,6.2,14
44,29.6,68,453,6.1,15
44,30.9,53,426,6.4,16
44,30.8,54,527,6.3,17
44,30.9,73,445,6.1,18
44,30.2,80,715,6.3,19
44,30.5,69,791,6.1,20
44,30.8,57,703,6.4,21
44,31.3,53,485,6.5,22
44,31.4,74,693,6.7,23
44,31.4,56,457,6,24
44,30.1,61,507,6.5,25
44,29.4,70,556,6.2,26
44,28.7,65,728,6.6,27
44,29.1,60,548,6.8,28
44,29.2,53,779,6.7,29
44,31.7,59,751,6.4,30
44,31.7,63,620,6.7,31
44,31.7,60,713,6.7,32
44,31.7,72,786,6,33
44,32,74,415,6.7,34
44,32.1,73,470,6.5,35
44,31.5,63,697,6.7,36
44,29.8,74,780,6.3,37
44,20.1,56,764,6.4,38
44,31.1,53,474,6.1,39
44,31.2,58,518,6.6,40
44,31.2,64,450,6.8,41
44,30.4,52,733,6.3,42
44,29.1,69,535,6.3,43
44,30.6,65,673,6.2,44
44,31.5,69,791,6.5,45
45,33.4,69,635,6.2,1
45,33.5,63,648,6.5,2
45,33.4,70,595,6.2,3
45,33.4,79,512,6.4,4
45,33.4,51,727,6.5,5
45,32.3,69,629,6.5,6
45,32.3,59,410,6.2,7
45,22.7,51,540,6.8,8
45,31.9,68,564,6.7,9
45,30.2,71,701,6.6,10
45,30.1,59,515,6.3,11
45,30.1,50,597,6.3,12
45,30.1,58,553,6.5,13
45,29.8,66,733,6.4,14
45,29.6,58,475,6.3,15
45,30.9,58,697,6.2,16
45,30.8,50,705,6.2,17
45,30.9,73,675,6.5,18
45,30.2,69,774,6.1,19
45,30.5,54,477,6.2,20
45,30.8,70,769,6.7,21
45,31.3,62,545,6.4,22
45,31.4,77,463,6.3,23
45,31.4,69,663,6.6,24
45,30.1,64,587,6.5,25
45,29.4,69,532,6.2,26
45,28.7,63,517,6.3,27
45,29.1,50,432,6.2,28
45,29.2,80,733,6.2,29
45,31.7,65,538,6.6,30
45,31.7,64,751,6.3,31
45,31.7,71,539,6.6,32
45,31.7,65,503,6.7,33
45,32,77,426,6.5,34
45,32.1,70,776,6.7,35
45,31.5,62,550,6.5,36
45,29.8,54,665,6.1,37
45,20.1,77,681,6.2,38
45,31.1,64,578,6,39
45,31.2,50,605,6,40
45,31.2,51,571,6.3,41
45,30.4,51,470,6.6,42
45,29.1,73,704,6.6,43
45,30.6,67,438,6.1,44
45,31.5,62,498,6.8,45
46,33.4,66,794,6.4,1
46,33.5,63,582,6.8,2
46,33.4,51,439,6.7,3
46,33.4,51,472,6.8,4
46,33.4,66,505,6.6,5
46,32.3,69,681,6.3,6
46,32.3,53,710,6.5,7
46,22.7,80,421,6.5,8
46,31.9,77,752,6.3,9
46,30.2,73,572,6,10
46,30.1,51,634,6.7,11
46,30.1,61,571,6.6,12
46,30.1,72,408,6.2,13
46,29.8,53,753,6.2,14
46,29.6,78,469,6.6,15
46,30.9,56,448,6.3,16
46,30.8,58,580,6.1,17
46,30.9,72,531,6.1,18
46,30.2,70,534,6.4,19
46,30.5,65,425,6.2,20
46,30.8,57,534,6.5,21
46,31.3,80,562,6.4,22
46,31.4,76,422,6.3,23
46,31.4,51,679,6.3,24
46,30.1,58,534,6.8,25
46,29.4,71,765,6.1,26
46,28.7,58,404,6.2,27
46,29.1,70,720,6.2,28
46,29.2,71,596,6.7,29
46,31.7,55,472,6.6,30
46,31.7,79,569,6.3,31
46,31.7,80,507,6.5,32
46,31.7,57,504,6,33
46,32,73,650,6.3,34
46,32.1,59,486,6.6,35
46,31.5,74,525,6.8,36
46,29.8,65,631,6.5,37
46,20.1,80,501,6,38
46,31.1,52,630,6.8,39
46,31.2,56,638,6.6,40
46,31.2,80,795,6.3,41
46,30.4,77,417,6.7,42
46,29.1,76,645,6.3,43
46,30.6,63,550,6.4,44
46,31.5,58,739,6.3,45
47,33.4,51,578,6.3,1
47,33.5,78,486,6,2
47,33.4,78,695,6.7,3
47,33.4,70,522,6.2,4
47,33.4,76,745,6.1,5
47,32.3,76,564,6.2,6
47,32.3,80,491,6.5,7
47,22.7,67,571,6.3,8
47,31.9,79,473,6.3,9
47,30.2,52,539,6.3,10
47,30.1,60,421,6.5,11
47,30.1,63,611,6.6,12
47,30.1,64,766,6,13
47,29.8,62,656,6.7,14
47,29.6,68,586,6.7,15
47,30.9,57,779,6.4,16
47,30.8,75,711,6.2,17
47,30.9,70,651,6,18
47,30.2,56,656,6.3,19
47,30.5,54,758,6.5,20
47,30.8,72,784,6.7,21
47,31.3,56,736,6.1,22
47,31.4,69,593,6.6,23
47,31.4,50,429,6.7,24
47,30.1,75,461,6.5,25
47,29.4,51,647,6.6,26
47,28.7,66,779,6.2,27
47,29.1,60,404,6.7,28
47,29.2,57,412,6.2,29
47,31.7,66,676,6.5,30
47,31.7,60,643,6.1,31
47,31.7,75,409,6.2,32
47,31.7,59,516,6.2,33
47,32,61,613,6.2,34
47,32.1,79,411,6.2,35
47,31.5,80,653,6,36
47,29.8,73,722,6.5,37
47,20.1,79,795,6.4,38
47,31.1,57,716,6.2,39
47,31.2,72,725,6.5,40
47,31.2,77,559,6.7,41
47,30.4,61,650,6.1,42
47,29.1,65,462,6,43
47,30.6,56,724,6.4,44
47,31.5,70,706,6.5,45
48,33.4,57,452,6.1,1
48,33.5,65,507,6.6,2
48,33.4,70,510,6.7,3
48,33.4,70,571,6,4
48,33.4,63,723,6.4,5
48,32.3,66,754,6.1,6
48,32.3,79,756,6.5,7
48,22.7,60,571,6.7,8
48,31.9,80,523,6,9
48,30.2,61,784,6.2,10
48,30.1,52,597,6.3,11
48,30.1,70,489,6,12
48,30.1,52,761,6.4,13
48,29.8,78,604,6.1,14
48,29.6,55,700,6.7,15
48,30.9,74,728,6.5,16
48,30.8,62,584,6.7,17
48,30.9,71,481,6.2,18
48,30.2,55,648,6.4,19
48,30.5,61,564,6.6,20
48,30.8,72,406,6.5,21
48,31.3,53,684,6.5,22
48,31.4,60,512,6.4,23
48,31.4,56,538,6.4,24
48,30.1,59,682,6.3,25
48,29.4,68,490,6.6,26
48,28.7,63,567,6,27
48,29.1,58,416,6.4,28
48,29.2,60,569,6.7,29
48,31.7,72,578,6.4,30
48,31.7,65,710,6.4,31
48,31.7,77,473,6.8,32
48,31.7,59,674,6.5,33
48,32,61,538,6.4,34
48,32.1,71,556,6.1,35
48,31.5,61,577,6.1,36
48,29.8,60,760,6.2,37
48,20.1,69,529,6.3,38
48,31.1,74,455,6.3,39
48,31.2,70,520,6.2,40
48,31.2,63,664,6.1,41
48,30.4,54,626,6.7,42
48,29.1,54,605,6.5,43
48,30.6,78,557,6.6,44
48,31.6,69,539,6.6,45
48,29.4,55,554,6.6,46
48,31.5,51,527,6.2,47
49,33.4,70,621,6.7,1
49,33.5,80,570,6.8,2
49,33.4,60,412,6.2,3
49,33.4,65,664,6.4,4
49,33.4,60,519,6.8,5
49,32.3,53,793,6.4,6
49,32.3,53,674,6.7,7
49,22.7,72,676,6.7,8
49,31.9,77,586,6.4,9
49,30.2,71,608,6.7,10
49,30.1,60,604,6.2,11
49,30.1,68,488,6.3,12
49,30.1,73,718,6.1,13
49,29.8,66,659,6.4,14
49,29.6,51,764,6.7,15
49,30.9,55,446,6.2,16
49,30.8,80,778,6.7,17
49,30.9,62,456,6.6,18
49,30.2,60,699,6,19
49,30.5,58,594,6.6,20
49,30.8,50,453,6.2,21
49,31.3,80,588,6,22
49,31.4,62,603,6.1,23
49,31.4,60,773,6.3,24
49,30.1,78,586,6.3,25
49,29.4,62,711,6.4,26
49,28.7,50,583,6.7,27
49,29.1,60,685,6.3,28
49,29.2,56,621,6.7,29
49,31.7,53,432,6.2,30
49,31.7,65,534,6.6,31
49,31.7,68,566,6.4,32
49,31.7,61,518,6.6,33
49,32,65,548,6.6,34
49,32.1,53,651,6,35
49,31.5,51,589,6.5,36
49,29.8,71,638,6.7,37
49,20.1,57,781,6.2,38
49,31.1,77,714,6,39
49,31.2,70,758,6.6,40
49,31.2,57,757,6.3,41
49,30.4,50,492,6.6,42
49,29.1,79,417,6.8,43
49,30.6,57,529,6.1,44
49,31.5,54,767,6.1,45
50,33.4,56,781,6.3,1
50,33.5,78,550,6.1,2
50,33.4,76,459,6,3
50,33.4,61,578,6.1,4
50,33.4,60,533,6.3,5
50,32.3,72,470,6.4,6
50,32.3,75,643,6.1,7
50,22.7,65,730,6.2,8
50,31.9,69,440,6.3,9
50,30.2,62,729,6.5,10
50,30.1,77,798,6.7,11
50,30.1,72,400,6.8,12
50,30.1,69,741,6.1,13
50,29.8,50,480,6.7,14
50,29.6,66,555,6.5,15
50,30.9,76,434,6.3,16
50,30.8,61,635,6.6,17
50,30.9,54,568,6.4,18
50,30.2,78,776,6.6,19
50,30.5,71,423,6.3,20
50,30.8,59,797,6.5,21
50,31.3,73,725,6.6,22
50,31.4,76,605,6.1,23
50,31.4,58,447,6.3,24
50,30.1,63,702,6.2,25
50,29.4,73,740,6.5,26
50,28.7,50,791,6.8,27
50,29.1,79,594,6.4,28
50,29.2,72,455,6.2,29
50,31.7,61,565,6.6,30
50,31.7,50,626,6.6,31
50,31.7,54,450,6,32
50,31.7,52,516,6.1,33
50,32,56,794,6.1,34
50,32.1,77,577,6.2,35
50,31.5,63,798,6.2,36
50,29.8,56,747,6.4,37
50,20.1,76,415,6.5,38
50,31.1,51,462,6.1,39
50,31.2,80,566,6.2,40
50,31.2,54,690,6.3,41
50,30.4,67,798,6.7,42
50,29.1,51,731,6.2,43
50,30.6,57,724,6.2,44
50,31.5,65,518,6.7,45
51,33.4,72,524,6.6,1
51,33.5,68,571,6.7,2
51,33.4,59,705,6,3
51,33.4,59,619,6.4,4
51,33.4,68,594,6.2,5
51,32.3,56,627,6.3,6
51,32.3,65,543,6.3,7
51,22.7,68,683,6.3,8
51,31.9,57,490,6.1,9
51,30.2,80,497,6.4,10
51,30.1,76,739,6.6,11
51,30.1,78,759,6.2,12
51,30.1,76,442,6.1,13
51,29.8,56,691,6.3,14
51,29.6,77,776,6.6,15
51,30.9,62,696,6.2,16
51,30.8,61,646,6.6,17
51,30.9,66,717,6.5,18
51,30.2,53,542,6.6,19
51,30.5,54,782,6.6,20
51,30.8,55,714,6,21
51,31.3,63,505,6.6,22
51,31.4,59,673,6.3,23
51,31.4,75,727,6.1,24
51,30.1,65,762,6.6,25
51,29.4,66,668,6,26
51,28.7,62,781,6.6,27
51,29.1,58,674,6.7,28
51,29.2,66,418,6.4,29
51,31.7,58,762,6.5,30
51,31.7,58,432,6.4,31
51,31.7,62,633,6.7,32
51,31.7,69,750,6.3,33
51,32,50,785,6.6,34
51,32.1,54,421,6.6,35
51,31.5,72,577,6.6,36
51,29.8,51,518,6.7,37
51,20.1,54,457,6.4,38
51,31.1,68,535,6.6,39
51,31.2,71,571,6.5,40
51,31.2,50,433,6.2,41
51,30.4,54,579,6.2,42
51,29.1,55,482,6.5,43
51,30.6,69,740,6.4,44
51,31.5,72,575,6.2,45
52,18.6,53,547,6.6,1
52,22.9,62,783,6.4,2
52,24.4,67,710,6,3
52,18.7,74,556,6.1,4
52,24.3,77,775,6.2,5
52,18.6,73,481,6.5,6
52,22.4,68,452,6.4,7
52,23.4,78,711,6.7,8
52,19.1,66,730,6.3,9
52,21.9,65,431,6.4,10
52,21.2,51,520,6.4,11
52,24.9,70,797,6,12
52,19.1,55,441,6.1,13
52,18.4,78,710,6.3,14
52,22.5,80,408,6.1,15
52,18.3,70,510,6.6,16
52,21,72,754,6.8,17
52,18.7,68,529,6.4,18
52,23.5,67,506,6.4,19
52,18.4,66,747,6.7,20
52,20.8,73,662,6.4,21
52,22.6,74,523,6.4,22
52,22.7,62,666,6.5,23
52,23.4,52,672,6,24
52,19.3,69,652,6.7,25
52,23.6,55,576,6.6,26
52,19.2,51,692,6.6,27
52,21.5,63,585,6.6,28
52,24.5,50,527,6.3,29
52,23.7,59,746,6.5,30
52,18.1,75,535,6.3,31
52,18,54,736,6.4,32
52,21,67,619,6.4,33
52,19.7,57,762,6.4,34
52,23.3,51,495,6.1,35
52,20.1,66,462,6.2,36
52,21.4,55,703,6.2,37
52,19.3,52,632,6.7,38
52,18.6,73,739,6.6,39
52,22.6,71,626,6.6,40
52,21.5,76,796,6.8,41
52,21.2,63,779,6.5,42
52,23,63,653,6.2,43
52,19.2,65,560,6.1,44
52,23.6,77,728,6.6,45
53,20,79,551,6.3,1
53,19.1,80,702,6.7,2
53,20,69,632,6.3,3
53,18.2,70,561,6.4,4
53,18.4,57,767,6,5
53,22.1,61,552,6.3,6
53,21.6,50,670,6.6,7
53,23,63,440,6.1,8
53,22.1,62,432,6.3,9
53,18.3,60,493,6.6,10
53,19.4,57,583,6.3,11
53,24.4,72,527,6.4,12
53,22.3,60,745,6.4,13
53,20,52,483,6.7,14
53,22,77,646,6.7,15
53,24.7,71,622,6.2,16
53,20.5,67,445,6.2,17
53,20.3,72,660,6.8,18
53,23.8,65,455,6.8,19
53,18.8,70,731,6.3,20
53,20.8,50,697,6.7,21
53,24.4,73,405,6.8,22
53,24.8,66,514,6.7,23
53,19.1,59,502,6.6,24
53,22.3,79,445,6.8,25
53,23.8,55,522,6.5,26
53,23.5,54,595,6.3,27
53,22.4,54,466,6.2,28
53,19.1,50,715,6.1,29
53,23.5,75,494,6.7,30
53,24.7,53,534,6.2,31
53,23.8,50,565,6.2,32
53,23,70,484,6.2,33
53,23.9,79,785,6.4,34
53,20.1,79,573,6.7,35
53,24.7,60,571,6,36
53,20.1,71,512,6.5,37
53,18.7,52,669,6.7,38
53,20.9,53,587,6.4,39
53,24.6,51,413,6.5,40
53,23.7,59,714,6.2,41
53,20.4,56,787,6.1,42
53,24.6,76,625,6.1,43
53,24.5,75,519,6.2,44
53,19.3,78,687,6.1,45
54,23.7,65,564,6.6,1
54,19.2,58,766,6.4,2
54,21.2,78,580,6.4,3
54,18,58,717,6,4
54,24.9,50,645,6.6,5
54,19.4,74,527,6,6
54,21,53,478,6.5,7
54,20.8,62,503,6.1,8
54,18.4,60,622,6.8,9
54,24.2,66,416,6.6,10
54,21.4,54,780,6.6,11
54,19.8,66,465,6.4,12
54,24.3,64,728,6.8,13
54,22.4,61,525,6.7,14
54,19.4,75,452,6,15
54,24.2,74,728,6.1,16
54,20.5,69,710,6.8,17
54,22.5,60,401,6.5,18
54,18.1,57,690,6.5,19
54,18.2,54,550,6.1,20
54,21.4,57,679,6.1,21
54,19.2,80,568,6,22
54,19.7,54,705,6.5,23
54,21.7,66,604,6.2,24
54,19.6,75,651,6.7,25
54,24.4,54,551,6.5,26
54,19,59,677,6.5,27
54,24.6,65,776,6.5,28
54,18.5,67,786,6.7,29
54,19.4,50,555,6.5,30
54,20.8,53,574,6,31
54,24.3,61,557,6.5,32
54,19.4,77,486,6.3,33
54,23.9,57,724,6.3,34
54,21.7,64,679,6.4,35
54,18.8,80,575,6.8,36
54,21.3,57,442,6.3,37
54,20.2,68,588,6.5,38
54,21.9,75,745,6.1,39
54,23.7,51,636,6.7,40
54,19.5,55,414,6.3,41
54,18.6,57,443,6.3,42
54,21.8,58,792,6.4,43
54,23.2,51,458,6.6,44
54,22.9,69,418,6.6,45
55,18.7,65,603,6.3,1
55,22.8,74,635,6.6,2
55,22.9,80,451,6.5,3
55,24.5,50,674,6.4,4
55,19.2,53,565,6.2,5
55,18.8,64,656,6.5,6
55,24.2,56,424,6.8,7
55,21.6,70,652,6.7,8
55,18.7,79,681,6,9
55,20.7,53,597,6.6,10
55,22.2,63,697,6.1,11
55,19.5,61,561,6.7,12
55,18,53,443,6.5,13
55,21.2,76,728,6.5,14
55,22.2,69,455,6.2,15
55,24.1,71,416,6.7,16
55,21.5,51,472,6.5,17
55,24.9,63,474,6.6,18
55,22,50,625,6.1,19
55,24.7,56,701,6.7,20
55,19,66,665,6.2,21
55,22.2,70,510,6,22
55,19.6,76,665,6.1,23
55,22,77,702,6.6,24
55,22.3,58,520,6.4,25
55,19,64,474,6.4,26
55,19.1,68,474,6.4,27
55,20.8,59,447,6.3,28
55,18.5,54,596,6,29
55,24.6,75,592,6.4,30
55,18,62,465,6.2,31
55,20.6,55,766,6.3,32
55,19.8,63,795,6.7,33
55,22.9,69,432,6.5,34
55,21.3,53,686,6,35
55,24.5,55,733,6.1,36
55,19.6,66,458,6.5,37
55,21.8,67,407,6.3,38
55,19.4,72,422,6.1,39
55,23.2,75,748,6.1,40
55,24.8,73,479,6.4,41
55,19.4,57,724,6.5,42
55,18.1,76,712,6.7,43
55,18.9,53,629,6.1,44
55,23,53,670,6.6,45
55,31.6,69,539,6.6,45
55,29.4,55,554,6.6,46
55,31.5,51,527,6.2,47
56,24.9,73,728,6.7,1
56,20.1,53,524,6.7,2
56,18.6,55,553,6.2,3
56,19,60,576,6.6,4
56,24.2,54,420,6.8,5
56,24.4,56,775,6.7,6
56,23.8,65,538,6.5,7
56,21.2,75,484,6.2,8
56,24.8,50,683,6,9
56,19.4,55,769,6.6,10
56,23.7,54,428,6.4,11
56,20.9,74,652,6.3,12
56,20.2,66,696,6.6,13
56,19.4,65,739,6.7,14
56,20,78,501,6.2,15
56,23.4,58,578,6.6,16
56,22.3,69,457,6.5,17
56,23.2,64,585,6.5,18
56,21.9,66,701,6.4,19
56,23.7,54,755,6.1,20
56,19.9,70,741,6.5,21
56,22.7,53,432,6.2,22
56,23.9,65,467,6.2,23
56,22,67,735,6,24
56,20.4,57,767,6.2,25
56,18.1,58,695,6,26
56,20,60,671,6.5,27
56,19.2,72,509,6.4,28
56,24.4,67,425,6.7,29
56,24.6,68,769,6.2,30
56,23.9,78,672,6,31
56,21.5,63,671,6.8,32
56,22.8,68,460,6.6,33
56,24.1,58,536,6.5,34
56,22.8,79,503,6.4,35
56,18.5,51,777,6.1,36
56,18.5,75,777,6.1,37
56,21.6,55,404,6.4,38
56,23.6,71,569,6.2,39
56,23.6,52,693,6.5,40
56,18.1,64,676,6.4,41
56,21.5,61,407,6.2,42
56,22.5,62,439,6.1,43
56,22.6,57,501,6.5,44
56,20.6,56,673,6.5,45
57,19.5,56,733,6.4,1
57,20.6,65,732,6.6,2
57,24.1,60,716,6.7,3
57,20.6,59,429,6.3,4
57,19.8,55,400,6.5,5
57,20.7,72,493,6.2,6
57,20.8,56,626,6.2,7
57,22.7,75,689,6.3,8
57,18.2,65,798,6.4,9
57,19.8,57,678,6.2,10
57,19.1,50,686,6.2,11
57,23.1,50,638,6,12
57,22.8,70,658,6.3,13
57,20.4,71,674,6.7,14
57,21.1,56,625,6.7,15
57,21.6,52,699,6.3,16
57,20,80,423,6.5,17
57,24.5,72,627,6.1,18
57,20.3,79,578,6.3,19
57,19.8,55,718,6.3,20
57,23.2,68,688,6.7,21
57,18.1,50,408,6.6,22
57,21.7,55,760,6.1,23
57,23.3,60,690,6.5,24
57,22,78,702,6.1,25
57,18.8,55,542,6.2,26
57,24.8,66,796,6.1,27
57,20.6,64,674,6.4,28
57,20.8,57,732,6.3,29
57,23.3,51,494,6,30
57,18.8,53,584,6.7,31
57,21.1,71,596,6.1,32
57,23.9,65,473,6,33
57,19.2,61,772,6.7,34
57,19.9,80,660,6.7,35
57,21.8,76,560,6.7,36
57,19.9,74,497,6.3,37
57,18.4,79,716,6.6,38
57,23.6,50,672,6.8,39
57,22.4,59,683,6.8,40
57,21.2,56,595,6.3,41
57,20.6,65,800,6.7,42
57,18.2,61,431,6.4,43
57,19.6,65,432,6.6,44
57,21.6,59,773,6.1,45
57,22.9,75,547,6.7,46
58,18.7,56,681,6.7,1
58,22.3,54,511,6.6,2
58,20.5,50,471,6.6,3
58,24.2,52,647,6.4,4
58,22.3,72,519,6.1,5
58,24.4,55,404,6.4,6
58,19.5,63,704,6.7,7
58,20.5,74,487,6,8
58,18.8,76,672,6.7,9
58,19.9,66,548,6.7,10
58,19.3,61,408,6.7,11
58,18.7,77,550,6.1,12
58,23.6,53,581,6.5,13
58,24.6,58,494,6,14
58,22.7,66,503,6.3,15
58,21,59,766,6.1,16
58,21.3,51,728,6.1,17
58,22.8,57,671,6.4,18
58,24.2,71,438,6.6,19
58,21.3,80,703,6.8,20
58,20.4,70,547,6.3,21
58,24.2,76,524,6,22
58,23.6,61,686,6.4,23
58,21.4,69,525,6.3,24
58,23.7,56,575,6.7,25
58,19.3,55,642,6.8,26
58,19,79,448,6.2,27
58,24.7,52,584,6.1,28
58,18,59,467,6.1,29
58,24.9,80,755,6.4,30
58,20.9,54,608,6.7,31
58,21,58,641,6.6,32
58,18.4,65,730,6.2,33
58,22.3,79,711,6.7,34
58,19.6,63,679,6.4,35
58,18.4,60,420,6.2,36
58,20,77,581,6.3,37
58,20.7,57,491,6.4,38
58,20,55,416,6.8,39
58,21.7,51,720,6.6,40
58,20.6,70,571,6.4,41
58,23.4,70,403,6.2,42
58,19.4,63,467,6.5,43
58,24.7,63,760,6.6,44
58,23.3,50,704,6.3,45
59,22.8,63,743,6.3,1
59,24,62,643,6.5,2
59,20.2,64,495,6.4,3
59,19.5,74,571,6.1,4
59,24.5,74,756,6.1,5
59,20.5,65,412,6.2,6
59,18.3,61,512,6.3,7
59,18.5,65,620,6.1,8
59,23.5,79,641,6.4,9
59,18.9,71,768,6.4,10
59,24.1,76,612,6.7,11
59,24.7,71,473,6.3,12
59,22.3,52,791,6.6,13
59,23.3,56,759,6.1,14
59,19.9,59,446,6.5,15
59,19.6,70,525,6,16
59,23.5,78,588,6.7,17
59,20.1,66,629,6.2,18
